,Player,Team,Year,Conf,Age,Games,MP,PTS,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,MPpg,PTSpg,FGpg,3Ppg,FTpg,ORBpg,DRBpg,TRBpg,ASTpg,STLpg,BLKpg,TOVpg,PFpg,Target
2406,P.J. Hairston,CHO,2014,EAST,22,45,687,254,87,269,0.323,49,163,0.301,31,36,0.861,22,70,92,21,21,13,22,61,15.27,5.6,1.93,1.09,0.69,0.49,1.56,2,0.5,0.47,0.29,0.49,1.36,0
2407,Gary Harris,DEN,2014,WEST,20,55,719,188,66,217,0.304,21,103,0.204,35,47,0.745,21,43,64,29,39,7,38,71,13.07,3.4,1.2,0.38,0.64,0.38,0.78,1.2,0.5,0.71,0.13,0.69,1.29,1
2408,Joe Harris,CLE,2014,EAST,23,51,493,136,48,120,0.4,31,84,0.369,9,15,0.6,7,34,41,26,7,2,27,62,9.67,2.7,0.94,0.61,0.18,0.14,0.67,0.8,0.5,0.14,0.04,0.53,1.22,1
2409,Rodney Hood,UTA,2014,WEST,22,50,1064,433,155,374,0.414,62,170,0.365,61,80,0.763,9,108,117,83,30,12,45,119,21.28,8.7,3.1,1.24,1.22,0.18,2.16,2.3,1.7,0.6,0.24,0.9,2.38,1
2410,Joe Ingles,UTA,2014,WEST,27,79,1673,396,147,354,0.415,72,202,0.356,30,40,0.75,22,153,175,182,72,10,98,124,21.18,5,1.86,0.91,0.38,0.28,1.94,2.2,2.3,0.91,0.13,1.24,1.57,1
2411,Cory Jefferson,BRK,2014,EAST,24,50,531,183,75,167,0.449,2,15,0.133,31,54,0.574,47,98,145,16,10,21,20,61,10.62,3.7,1.5,0.04,0.62,0.94,1.96,2.9,0.3,0.2,0.42,0.4,1.22,0
2412,Grant Jerrett,OKC,2014,WEST,21,8,51,16,7,26,0.269,1,15,0.067,1,1,1,2,7,9,3,2,2,3,11,6.38,2,0.88,0.12,0.12,0.25,0.88,1.1,0.4,0.25,0.25,0.38,1.38,0
2413,Nick Johnson,HOU,2014,EAST,22,28,262,74,26,75,0.347,5,21,0.238,17,25,0.68,13,26,39,11,7,3,19,34,9.36,2.6,0.93,0.18,0.61,0.46,0.93,1.4,0.4,0.25,0.11,0.68,1.21,0
2414,Tyler Johnson,MIA,2015,EAST,22,32,603,190,70,167,0.419,18,48,0.375,32,47,0.681,14,67,81,42,33,9,30,42,18.84,5.9,2.19,0.56,1,0.44,2.09,2.5,1.3,1.03,0.28,0.94,1.31,1
2415,Sean Kilpatrick,MIN,2015,EAST,25,4,72,22,7,20,0.35,4,13,0.308,4,4,1,1,5,6,4,3,0,2,3,18,5.5,1.75,1,1,0.25,1.25,1.5,1,0.75,0,0.5,0.75,1
2416,Alex Kirk,CLE,2014,EAST,23,5,14,4,1,4,0.25,0,0,0,2,2,1,1,0,1,1,0,0,0,1,2.8,0.8,0.2,0,0.4,0.2,0,0.2,0.2,0,0,0,0.2,0
2417,Joffrey Lauvergne,DEN,2015,WEST,23,24,268,93,36,89,0.404,3,16,0.188,18,28,0.643,27,50,77,13,8,10,22,43,11.17,3.9,1.5,0.12,0.75,1.12,2.08,3.2,0.5,0.33,0.42,0.92,1.79,1
2418,Zach LaVine,MIN,2014,EAST,19,77,1902,778,286,677,0.422,57,167,0.341,149,177,0.842,27,187,214,276,54,10,193,158,24.7,10.1,3.71,0.74,1.94,0.35,2.43,2.8,3.6,0.7,0.13,2.51,2.05,1
2419,Kalin Lucas,MEM,2014,WEST,25,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,1,0,0,1,0
2420,Devyn Marble,ORL,2014,EAST,22,16,208,37,14,44,0.318,4,22,0.182,5,16,0.313,5,26,31,17,9,2,9,14,13,2.3,0.88,0.25,0.31,0.31,1.62,1.9,1.1,0.56,0.12,0.56,0.88,0
2421,James Michael McAdoo,GSW,2015,WEST,22,15,137,62,24,44,0.545,0,0,0,14,25,0.56,15,22,37,2,5,9,6,21,9.13,4.1,1.6,0,0.93,1,1.47,2.5,0.1,0.33,0.6,0.4,1.4,1
2422,K.J. McDaniels,PHI,2014,EAST,21,62,1352,487,172,434,0.396,43,150,0.287,100,133,0.752,65,135,200,72,44,70,105,126,21.81,7.9,2.77,0.69,1.61,1.05,2.18,3.2,1.2,0.71,1.13,1.69,2.03,1
2423,Doug McDermott,CHI,2014,EAST,23,36,321,109,43,107,0.402,13,41,0.317,10,15,0.667,6,37,43,6,4,1,17,29,8.92,3,1.19,0.36,0.28,0.17,1.03,1.2,0.2,0.11,0.03,0.47,0.81,1
2424,Mitch McGary,OKC,2014,WEST,22,32,485,201,88,165,0.533,0,2,0,25,40,0.625,53,112,165,14,16,16,31,72,15.16,6.3,2.75,0,0.78,1.66,3.5,5.2,0.4,0.5,0.5,0.97,2.25,0
2425,Jerel McNeal,PHO,2015,WEST,27,6,36,9,3,11,0.273,1,2,0.5,2,2,1,0,3,3,2,3,1,5,5,6,1.5,0.5,0.17,0.33,0,0.5,0.5,0.3,0.5,0.17,0.83,0.83,0
2426,Elijah Millsap,UTA,2015,WEST,27,47,924,248,81,238,0.34,28,90,0.311,58,86,0.674,28,122,150,58,56,16,67,124,19.66,5.3,1.72,0.6,1.23,0.6,2.6,3.2,1.2,1.19,0.34,1.43,2.64,1
2427,Nikola Mirotić,CHI,2014,EAST,23,82,1654,833,253,624,0.405,99,313,0.316,228,284,0.803,63,341,404,97,54,54,89,172,20.17,10.2,3.09,1.21,2.78,0.77,4.16,4.9,1.2,0.66,0.66,1.09,2.1,1
2428,Eric Moreland,SAC,2014,WEST,23,3,2,2,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0.67,0.7,0.33,0,0,0,0.33,0.3,0,0,0,0,0.33,1
2429,Shabazz Napier,MIA,2014,EAST,23,51,1012,261,87,228,0.382,43,118,0.364,44,56,0.786,17,96,113,130,40,4,81,76,19.84,5.1,1.71,0.84,0.86,0.33,1.88,2.2,2.5,0.78,0.08,1.59,1.49,1
2430,Nerlens Noel,PHI,2014,EAST,20,75,2311,744,302,653,0.462,0,0,0,140,230,0.609,185,426,611,128,133,142,146,208,30.81,9.9,4.03,0,1.87,2.47,5.68,8.1,1.7,1.77,1.89,1.95,2.77,1
2431,Lucas Nogueira,TOR,2014,EAST,22,6,23,6,2,8,0.25,0,0,0,2,4,0.5,2,9,11,1,2,0,2,6,3.83,1,0.33,0,0.33,0.33,1.5,1.8,0.2,0.33,0,0.33,1,1
2432,Jusuf Nurkić,DEN,2014,WEST,20,62,1103,426,171,383,0.446,0,2,0,84,132,0.636,125,257,382,50,52,68,86,207,17.79,6.9,2.76,0,1.35,2.02,4.15,6.2,0.8,0.84,1.1,1.39,3.34,1
2433,Johnny O'Bryant,MIL,2014,EAST,21,34,368,100,44,120,0.367,0,0,0,12,27,0.444,26,38,64,17,5,4,25,44,10.82,2.9,1.29,0,0.35,0.76,1.12,1.9,0.5,0.15,0.12,0.74,1.29,1
2434,Kostas Papanikolaou,HOU,2014,EAST,24,43,795,182,69,197,0.35,31,106,0.292,13,18,0.722,39,79,118,85,29,13,55,71,18.49,4.2,1.6,0.72,0.3,0.91,1.84,2.7,2,0.67,0.3,1.28,1.65,0
2435,Jabari Parker,MIL,2014,EAST,19,25,738,308,129,263,0.49,4,16,0.25,46,66,0.697,50,88,138,42,31,5,47,42,29.52,12.3,5.16,0.16,1.84,2,3.52,5.5,1.7,1.24,0.2,1.88,1.68,1
2436,Adreian Payne,ATL,2014,EAST,23,32,739,213,91,220,0.414,1,9,0.111,30,46,0.652,48,114,162,30,19,9,44,88,23.09,6.7,2.84,0.03,0.94,1.5,3.56,5.1,0.9,0.59,0.28,1.38,2.75,1
2437,Elfrid Payton,ORL,2014,EAST,20,82,2489,731,301,708,0.425,11,42,0.262,118,214,0.551,107,242,349,533,142,20,203,193,30.35,8.9,3.67,0.13,1.44,1.3,2.95,4.3,6.5,1.73,0.24,2.48,2.35,1
2438,Dwight Powell,BOS,2014,EAST,23,29,236,90,31,67,0.463,3,11,0.273,25,33,0.758,18,32,50,9,9,6,11,40,8.14,3.1,1.07,0.1,0.86,0.62,1.1,1.7,0.3,0.31,0.21,0.38,1.38,1
2439,Julius Randle,LAL,2014,WEST,20,1,14,2,1,3,0.333,0,0,0,0,2,0,0,0,0,0,0,0,1,1,14,2,1,0,0,0,0,0,0,0,0,1,1,1
2440,Glenn Robinson III,MIN,2014,EAST,21,35,261,73,26,67,0.388,5,19,0.263,16,24,0.667,15,24,39,11,6,1,11,15,7.46,2.1,0.74,0.14,0.46,0.43,0.69,1.1,0.3,0.17,0.03,0.31,0.43,1
2441,Damjan Rudež,IND,2014,EAST,28,68,1047,323,119,263,0.452,69,170,0.406,16,23,0.696,8,39,47,53,16,5,47,79,15.4,4.8,1.75,1.01,0.24,0.12,0.57,0.7,0.8,0.24,0.07,0.69,1.16,1
2442,JaKarr Sampson,PHI,2014,EAST,21,74,1131,386,146,346,0.422,31,127,0.244,63,94,0.67,35,128,163,77,38,26,76,135,15.28,5.2,1.97,0.42,0.85,0.47,1.73,2.2,1,0.51,0.35,1.03,1.82,1
2443,Marcus Smart,BOS,2014,EAST,20,67,1808,523,175,477,0.367,91,272,0.335,82,127,0.646,61,161,222,208,99,18,90,176,26.99,7.8,2.61,1.36,1.22,0.91,2.4,3.3,3.1,1.48,0.27,1.34,2.63,1
2444,Russ Smith,NOP,2014,WEST,23,12,65,30,8,25,0.32,2,11,0.182,12,13,0.923,1,5,6,8,3,0,12,13,5.42,2.5,0.67,0.17,1,0.08,0.42,0.5,0.7,0.25,0,1,1.08,0
2445,Nik Stauskas,SAC,2014,WEST,21,73,1127,319,108,296,0.365,48,149,0.322,55,64,0.859,11,77,88,67,20,17,40,92,15.44,4.4,1.48,0.66,0.75,0.15,1.05,1.2,0.9,0.27,0.23,0.55,1.26,1
2446,David Stockton,SAC,2015,WEST,23,3,33,8,2,6,0.333,1,2,0.5,3,6,0.5,0,2,2,9,2,0,4,1,11,2.7,0.67,0.33,1,0,0.67,0.7,3,0.67,0,1.33,0.33,0
2447,Jarnell Stokes,MEM,2014,WEST,21,19,126,57,21,37,0.568,0,0,0,15,28,0.536,16,18,34,4,5,5,7,25,6.63,3,1.11,0,0.79,0.84,0.95,1.8,0.2,0.26,0.26,0.37,1.32,1
2448,Noah Vonleh,CHO,2014,EAST,19,25,259,83,30,76,0.395,5,13,0.385,18,26,0.692,28,58,86,4,4,9,11,20,10.36,3.3,1.2,0.2,0.72,1.12,2.32,3.4,0.2,0.16,0.36,0.44,0.8,1
2449,T.J. Warren,PHO,2014,WEST,21,40,614,245,113,214,0.528,5,21,0.238,14,19,0.737,41,44,85,25,18,9,27,51,15.35,6.1,2.82,0.12,0.35,1.02,1.1,2.1,0.6,0.45,0.22,0.68,1.27,1
2450,David Wear,SAC,2015,WEST,24,2,7,0,0,2,0,0,1,0,0,0,0,2,0,2,1,0,0,0,1,3.5,0,0,0,0,1,0,1,0.5,0,0,0,0.5,0
2451,Travis Wear,NYK,2014,EAST,24,51,672,199,84,209,0.402,11,30,0.367,20,26,0.769,31,75,106,40,15,11,35,55,13.18,3.9,1.65,0.22,0.39,0.61,1.47,2.1,0.8,0.29,0.22,0.69,1.08,0
2452,Shayne Whittington,IND,2014,EAST,23,20,108,57,19,42,0.452,1,6,0.167,18,23,0.783,10,19,29,6,5,2,5,18,5.4,2.9,0.95,0.05,0.9,0.5,0.95,1.5,0.3,0.25,0.1,0.25,0.9,0
2453,Andrew Wiggins,MIN,2014,EAST,19,82,2969,1387,497,1137,0.437,39,126,0.31,354,466,0.76,134,240,374,170,86,50,177,190,36.21,16.9,6.06,0.48,4.32,1.63,2.93,4.6,2.1,1.05,0.61,2.16,2.32,1
2454,C.J. Wilcox,LAC,2014,WEST,24,21,101,41,16,38,0.421,7,19,0.368,2,2,1,1,6,7,8,3,1,10,7,4.81,2,0.76,0.33,0.1,0.05,0.29,0.3,0.4,0.14,0.05,0.48,0.33,1
2455,James Young,BOS,2014,EAST,19,31,332,105,36,102,0.353,17,66,0.258,16,29,0.552,9,33,42,13,8,2,5,22,10.71,3.4,1.16,0.55,0.52,0.29,1.06,1.4,0.4,0.26,0.06,0.16,0.71,1
2456,Cliff Alexander,POR,2015,WEST,20,8,36,10,5,10,0.5,0,0,0,0,0,0,2,4,6,0,1,2,1,1,4.5,1.3,0.62,0,0,0.25,0.5,0.8,0,0.12,0.25,0.12,0.12,0
2457,Justin Anderson,DAL,2015,WEST,22,55,647,208,71,175,0.406,22,83,0.265,44,55,0.8,18,114,132,29,19,25,24,45,11.76,3.8,1.29,0.4,0.8,0.33,2.07,2.4,0.5,0.35,0.45,0.44,0.82,1
2458,Thanasis Antetokounmpo,NYK,2016,EAST,23,2,6,6,3,4,0.75,0,1,0,0,0,0,0,1,1,0,0,0,0,2,3,3,1.5,0,0,0,0.5,0.5,0,0,0,0,1,1
2459,Keith Appling,ORL,2016,EAST,23,5,27,6,2,8,0.25,0,3,0,2,2,1,0,1,1,1,1,0,3,5,5.4,1.2,0.4,0,0.4,0,0.2,0.2,0.2,0.2,0,0.6,1,0
2460,Nemanja Bjelica,MIN,2015,EAST,27,60,1075,308,110,235,0.468,48,125,0.384,40,55,0.727,49,161,210,83,26,21,47,154,17.92,5.1,1.83,0.8,0.67,0.82,2.68,3.5,1.4,0.43,0.35,0.78,2.57,1
2461,Devin Booker,PHO,2015,WEST,19,76,2108,1048,367,867,0.423,99,289,0.343,215,256,0.84,27,160,187,200,44,20,160,225,27.74,13.8,4.83,1.3,2.83,0.36,2.11,2.5,2.6,0.58,0.26,2.11,2.96,1
2462,Anthony Brown,LAL,2015,WEST,23,29,599,115,39,126,0.31,20,70,0.286,17,20,0.85,9,61,70,19,14,5,15,34,20.66,4,1.34,0.69,0.59,0.31,2.1,2.4,0.7,0.48,0.17,0.52,1.17,1
2463,Willie Cauley-Stein,SAC,2015,WEST,22,66,1412,463,191,339,0.563,0,2,0,81,125,0.648,134,218,352,37,48,66,46,146,21.39,7,2.89,0,1.23,2.03,3.3,5.3,0.6,0.73,1,0.7,2.21,1
2464,Rakeem Christmas,IND,2016,EAST,24,1,6,4,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,4,2,0,0,1,0,1,0,0,0,0,1,0
2465,Coty Clarke,BOS,2016,EAST,23,3,6,6,2,4,0.5,2,2,1,0,0,0,0,1,1,0,0,0,1,0,2,2,0.67,0.67,0,0,0.33,0.3,0,0,0,0.33,0,0
2466,Pat Connaughton,POR,2015,WEST,23,34,143,36,13,49,0.265,5,21,0.238,5,5,1,11,21,32,10,2,0,10,6,4.21,1.1,0.38,0.15,0.15,0.32,0.62,0.9,0.3,0.06,0,0.29,0.18,1
2467,Branden Dawson,LAC,2015,WEST,22,6,29,5,2,5,0.4,0,0,0,1,1,1,2,2,4,0,0,1,0,2,4.83,0.8,0.33,0,0.17,0.33,0.33,0.7,0,0,0.17,0,0.33,0
2468,Bryce Dejean-Jones,NOP,2016,WEST,23,14,279,79,28,69,0.406,12,32,0.375,11,21,0.524,8,40,48,15,10,2,11,17,19.93,5.6,2,0.86,0.79,0.57,2.86,3.4,1.1,0.71,0.14,0.79,1.21,0
2469,Sam Dekker,HOU,2015,EAST,21,3,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0.33,0.3,0,0.33,0,0,0,1
2470,Duje Dukan,SAC,2016,WEST,24,1,24,6,2,10,0.2,2,5,0.4,0,0,0,2,2,4,1,1,0,0,2,24,6,2,2,0,2,2,4,1,1,0,0,2,0
2471,Jarell Eddie,WAS,2015,EAST,24,26,147,63,20,65,0.308,15,47,0.319,8,8,1,2,21,23,5,5,1,1,5,5.65,2.4,0.77,0.58,0.31,0.08,0.81,0.9,0.2,0.19,0.04,0.04,0.19,1
2472,Cristiano Felício,CHI,2015,EAST,23,31,321,105,40,72,0.556,0,4,0,25,35,0.714,30,72,102,26,6,13,13,31,10.35,3.4,1.29,0,0.81,0.97,2.32,3.3,0.8,0.19,0.42,0.42,1,1
2473,Jerian Grant,NYK,2015,EAST,23,76,1265,426,154,391,0.394,22,100,0.22,96,123,0.78,23,120,143,177,50,10,87,97,16.64,5.6,2.03,0.29,1.26,0.3,1.58,1.9,2.3,0.66,0.13,1.14,1.28,1
2474,Montrezl Harrell,HOU,2015,EAST,22,39,379,140,58,90,0.644,0,1,0,24,46,0.522,25,40,65,17,11,11,17,48,9.72,3.6,1.49,0,0.62,0.64,1.03,1.7,0.4,0.28,0.28,0.44,1.23,1
2475,Aaron Harrison,CHO,2015,EAST,21,21,93,18,5,19,0.263,3,10,0.3,5,12,0.417,4,11,15,2,6,0,4,10,4.43,0.9,0.24,0.14,0.24,0.19,0.52,0.7,0.1,0.29,0,0.19,0.48,1
2476,Mario Hezonja,ORL,2015,EAST,20,79,1413,478,181,418,0.433,67,192,0.349,49,54,0.907,28,148,176,109,39,17,97,124,17.89,6.1,2.29,0.85,0.62,0.35,1.87,2.2,1.4,0.49,0.22,1.23,1.57,1
2477,Darrun Hilliard,DET,2015,EAST,22,38,383,152,52,131,0.397,19,50,0.38,29,40,0.725,5,40,45,27,9,1,19,28,10.08,4,1.37,0.5,0.76,0.13,1.05,1.2,0.7,0.24,0.03,0.5,0.74,1
2478,Rondae Hollis-Jefferson,BRK,2015,EAST,21,29,615,167,63,138,0.457,4,14,0.286,37,52,0.712,39,115,154,43,39,16,26,61,21.21,5.8,2.17,0.14,1.28,1.34,3.97,5.3,1.5,1.34,0.55,0.9,2.1,1
2479,Richaun Holmes,PHI,2015,EAST,22,51,702,287,114,222,0.514,8,44,0.182,51,74,0.689,62,73,135,33,19,40,32,92,13.76,5.6,2.24,0.16,1,1.22,1.43,2.6,0.6,0.37,0.78,0.63,1.8,1
2480,Marcelo Huertas,LAL,2015,WEST,32,53,869,237,97,230,0.422,16,61,0.262,27,29,0.931,18,72,90,182,26,7,80,76,16.4,4.5,1.83,0.3,0.51,0.34,1.36,1.7,3.4,0.49,0.13,1.51,1.43,0
2481,Josh Huestis,OKC,2016,WEST,24,5,55,14,5,12,0.417,4,6,0.667,0,4,0,2,8,10,0,1,2,3,3,11,2.8,1,0.8,0,0.4,1.6,2,0,0.2,0.4,0.6,0.6,1
2482,R.J. Hunter,BOS,2015,EAST,22,36,315,97,36,98,0.367,19,63,0.302,6,7,0.857,2,35,37,13,14,4,11,29,8.75,2.7,1,0.53,0.17,0.06,0.97,1,0.4,0.39,0.11,0.31,0.81,1
2483,Damien Inglis,MIL,2015,EAST,20,20,156,36,13,37,0.351,3,13,0.231,7,8,0.875,2,29,31,10,6,3,11,11,7.8,1.8,0.65,0.15,0.35,0.1,1.45,1.6,0.5,0.3,0.15,0.55,0.55,0
2484,Stanley Johnson,DET,2015,EAST,19,73,1687,593,225,600,0.375,63,205,0.307,80,102,0.784,58,248,306,118,55,12,114,178,23.11,8.1,3.08,0.86,1.1,0.79,3.4,4.2,1.6,0.75,0.16,1.56,2.44,1
2485,Nikola Jokić,DEN,2015,WEST,20,80,1733,796,307,600,0.512,28,84,0.333,154,190,0.811,181,379,560,189,79,50,104,208,21.66,10,3.84,0.35,1.92,2.26,4.74,7,2.4,0.99,0.62,1.3,2.6,1
2486,Tyus Jones,MIN,2015,EAST,19,37,573,156,56,156,0.359,16,53,0.302,28,39,0.718,7,40,47,108,31,3,33,33,15.49,4.2,1.51,0.43,0.76,0.19,1.08,1.3,2.9,0.84,0.08,0.89,0.89,1
2487,Frank Kaminsky,CHO,2015,EAST,22,81,1708,606,215,525,0.41,68,202,0.337,108,148,0.73,69,266,335,98,38,43,58,126,21.09,7.5,2.65,0.84,1.33,0.85,3.28,4.1,1.2,0.47,0.53,0.72,1.56,1
2488,Sasha Kaun,CLE,2015,EAST,30,25,95,23,9,17,0.529,0,0,0,5,11,0.455,12,14,26,3,4,5,7,11,3.8,0.9,0.36,0,0.2,0.48,0.56,1,0.1,0.16,0.2,0.28,0.44,0
2489,Kevon Looney,GSW,2016,WEST,19,5,21,9,4,7,0.571,1,2,0.5,0,0,0,4,6,10,0,0,0,1,2,4.2,1.8,0.8,0.2,0,0.8,1.2,2,0,0,0,0.2,0.4,1
2490,Trey Lyles,UTA,2015,WEST,20,80,1382,488,191,436,0.438,49,128,0.383,57,82,0.695,59,240,299,59,26,18,65,114,17.27,6.1,2.39,0.61,0.71,0.74,3,3.7,0.7,0.32,0.22,0.81,1.42,1
2491,Boban Marjanović,SAS,2015,WEST,27,54,508,297,105,174,0.603,0,0,0,87,114,0.763,73,121,194,21,12,23,29,54,9.41,5.5,1.94,0,1.61,1.35,2.24,3.6,0.4,0.22,0.43,0.54,1,1
2492,Jarell Martin,MEM,2015,WEST,21,27,380,153,54,116,0.466,0,2,0,45,62,0.726,39,47,86,15,8,7,19,58,14.07,5.7,2,0,1.67,1.44,1.74,3.2,0.6,0.3,0.26,0.7,2.15,1
2493,T.J. McConnell,PHI,2015,EAST,23,81,1606,493,218,464,0.47,31,89,0.348,26,41,0.634,43,207,250,367,95,10,140,114,19.83,6.1,2.69,0.38,0.32,0.53,2.56,3.1,4.5,1.17,0.12,1.73,1.41,1
2494,Chris McCullough,BRK,2016,EAST,20,24,362,112,44,109,0.404,13,34,0.382,11,23,0.478,25,43,68,9,28,12,15,39,15.08,4.7,1.83,0.54,0.46,1.04,1.79,2.8,0.4,1.17,0.5,0.62,1.62,1
2495,Jordan McRae,PHO,2016,WEST,24,22,195,99,34,78,0.436,10,22,0.455,21,28,0.75,4,16,20,25,3,1,15,17,8.86,4.5,1.55,0.45,0.95,0.18,0.73,0.9,1.1,0.14,0.05,0.68,0.77,1
2496,Salah Mejri,DAL,2015,WEST,29,34,397,125,49,78,0.628,0,1,0,27,46,0.587,41,82,123,10,8,36,23,54,11.68,3.7,1.44,0,0.79,1.21,2.41,3.6,0.3,0.24,1.06,0.68,1.59,1
2497,Jordan Mickey,BOS,2015,EAST,21,16,57,21,8,22,0.364,0,0,0,5,10,0.5,6,7,13,1,0,11,1,5,3.56,1.3,0.5,0,0.31,0.38,0.44,0.8,0.1,0,0.69,0.06,0.31,1
2498,Luis Montero,POR,2015,WEST,22,12,42,14,5,19,0.263,1,9,0.111,3,4,0.75,0,4,4,1,0,0,4,1,3.5,1.2,0.42,0.08,0.25,0,0.33,0.3,0.1,0,0,0.33,0.08,0
2499,Emmanuel Mudiay,DEN,2015,WEST,19,68,2068,872,329,905,0.364,74,232,0.319,140,209,0.67,32,200,232,372,65,35,217,141,30.41,12.8,4.84,1.09,2.06,0.47,2.94,3.4,5.5,0.96,0.51,3.19,2.07,1
2500,Xavier Munford,MEM,2016,WEST,23,14,244,80,32,77,0.416,9,23,0.391,7,14,0.5,3,28,31,22,13,3,15,25,17.43,5.7,2.29,0.64,0.5,0.21,2,2.2,1.6,0.93,0.21,1.07,1.79,0
2501,Larry Nance Jr.,LAL,2015,WEST,23,63,1266,349,158,300,0.527,1,10,0.1,32,47,0.681,101,211,312,44,54,23,41,124,20.1,5.5,2.51,0.02,0.51,1.6,3.35,5,0.7,0.86,0.37,0.65,1.97,1
2502,Raul Neto,UTA,2015,WEST,23,81,1499,476,180,418,0.431,64,162,0.395,52,70,0.743,17,103,120,174,62,2,109,122,18.51,5.9,2.22,0.79,0.64,0.21,1.27,1.5,2.1,0.77,0.02,1.35,1.51,1
2503,J.J. O'Brien,UTA,2016,WEST,23,2,6,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3,0,0,0,0,0,0.5,0.5,0,0.5,0,0,0.5,0
2504,Jahlil Okafor,PHI,2015,EAST,20,53,1591,928,397,781,0.508,1,6,0.167,133,194,0.686,122,251,373,65,22,61,124,140,30.02,17.5,7.49,0.02,2.51,2.3,4.74,7,1.2,0.42,1.15,2.34,2.64,1
2505,Kelly Oubre Jr.,WAS,2015,EAST,20,63,671,236,90,211,0.427,25,79,0.316,31,49,0.633,25,108,133,13,22,7,34,100,10.65,3.7,1.43,0.4,0.49,0.4,1.71,2.1,0.2,0.35,0.11,0.54,1.59,1
2506,Lamar Patterson,ATL,2015,EAST,24,35,395,84,28,80,0.35,12,49,0.245,16,22,0.727,4,46,50,39,9,2,23,45,11.29,2.4,0.8,0.34,0.46,0.11,1.31,1.4,1.1,0.26,0.06,0.66,1.29,0
2507,Cameron Payne,OKC,2015,WEST,21,57,698,283,114,278,0.41,36,111,0.324,19,24,0.792,9,76,85,108,36,6,44,80,12.25,5,2,0.63,0.33,0.16,1.33,1.5,1.9,0.63,0.11,0.77,1.4,1
2508,Tibor Pleiß,UTA,2015,WEST,26,12,82,24,11,25,0.44,0,2,0,2,2,1,6,9,15,2,1,2,8,19,6.83,2,0.92,0,0.17,0.5,0.75,1.3,0.2,0.08,0.17,0.67,1.58,0
2509,Bobby Portis,CHI,2015,EAST,20,62,1102,436,186,436,0.427,16,52,0.308,48,66,0.727,123,214,337,52,25,22,54,100,17.77,7,3,0.26,0.77,1.98,3.45,5.4,0.8,0.4,0.35,0.87,1.61,1
2510,Kristaps Porziņģis,NYK,2015,EAST,20,72,2047,1028,373,886,0.421,81,243,0.333,201,240,0.838,132,394,526,94,53,134,121,205,28.43,14.3,5.18,1.12,2.79,1.83,5.47,7.3,1.3,0.74,1.86,1.68,2.85,1
2511,Norman Powell,TOR,2015,EAST,22,49,725,273,97,229,0.424,36,89,0.404,43,53,0.811,16,95,111,47,29,10,32,59,14.8,5.6,1.98,0.73,0.88,0.33,1.94,2.3,1,0.59,0.2,0.65,1.2,1
2512,Willie Reed,BRK,2015,EAST,25,39,426,182,76,133,0.571,0,0,0,30,55,0.545,49,73,122,10,6,30,16,47,10.92,4.7,1.95,0,0.77,1.26,1.87,3.1,0.3,0.15,0.77,0.41,1.21,1
2513,Josh Richardson,MIA,2015,EAST,22,52,1107,341,123,272,0.452,53,115,0.461,42,63,0.667,21,86,107,73,36,25,35,107,21.29,6.6,2.37,1.02,0.81,0.4,1.65,2.1,1.4,0.69,0.48,0.67,2.06,1
2514,Terry Rozier,BOS,2015,EAST,21,39,311,72,29,106,0.274,6,27,0.222,8,10,0.8,24,39,63,37,6,1,19,23,7.97,1.8,0.74,0.15,0.21,0.62,1,1.6,0.9,0.15,0.03,0.49,0.59,1
2515,D'Angelo Russell,LAL,2015,WEST,19,80,2259,1054,392,956,0.41,130,370,0.351,140,190,0.737,47,227,274,266,93,13,196,142,28.24,13.2,4.9,1.62,1.75,0.59,2.84,3.4,3.3,1.16,0.16,2.45,1.78,1
2516,Jonathon Simmons,SAS,2015,WEST,26,55,813,331,122,242,0.504,18,47,0.383,69,92,0.75,16,80,96,58,24,5,53,103,14.78,6,2.22,0.33,1.25,0.29,1.45,1.7,1.1,0.44,0.09,0.96,1.87,1
2517,Alex Stepheson,LAC,2016,WEST,28,8,73,22,9,27,0.333,0,0,0,4,12,0.333,19,9,28,2,1,5,0,12,9.12,2.8,1.12,0,0.5,2.38,1.12,3.5,0.3,0.12,0.62,0,1.5,0
2518,Edy Tavares,ATL,2015,EAST,23,11,73,25,11,19,0.579,0,0,0,3,8,0.375,7,14,21,3,1,6,5,8,6.64,2.3,1,0,0.27,0.64,1.27,1.9,0.3,0.09,0.55,0.45,0.73,0
2519,Axel Toupane,DEN,2016,WEST,23,21,305,76,25,70,0.357,13,40,0.325,13,17,0.765,8,23,31,15,7,6,6,40,14.52,3.6,1.19,0.62,0.62,0.38,1.1,1.5,0.7,0.33,0.29,0.29,1.9,1
